Manufacturer,Model,Variant,Ex-Showroom Price(Rs),Drivetrain,Cylinders,Body_Type,Type,Fuel_Type,Seating_Capacity
Porsche,718,Cayman,8595000,RWD ,4,Coupe,Automatic,Petrol,2
MercedesBenz,Mercedes-Benz Gls,350 Cdi,8820000,AWD ,6,SUV,Automatic,Diesel,5
MercedesBenz,Mercedes-Benz Gls,63 Amg,19199181,AWD ,8,SUV,Automatic,Petrol,7
MercedesBenz,Mercedes-Benz Gls,400 4Matic,8776900,AWD ,8,SUV,Automatic,Petrol,7
MercedesBenz,Mercedes-Benz Gls,Grand Edition Petrol,8690000,AWD ,8,SUV,Automatic,Petrol,7
MercedesBenz,Mercedes-Benz Gls,Grand Edition Diesel,8690000,AWD ,6,SUV,Automatic,Diesel,5
Toyota,Land Cruiser Prado,Vx L,9630000,4WD,4,SUV,Automatic,Diesel,7
Lexus,Rx 450H,450Hl Luxury,9900000,AWD ,6,SUV,Automatic,Petrol,5
Audi,Rs5,Coupe,11141200,AWD ,8,Coupe,Automatic,Petrol,4
Bmw,7-Series,730Ld Design Pure Excellence,12290000,AWD ,6,Sedan,Automatic,Diesel,4
Bmw,7-Series,730Ld Design Pure Excellence Signature,13200000,AWD ,6,Sedan,Automatic,Diesel,4
Bmw,7-Series,730Ld M Sport,13510000,AWD ,6,Sedan,Automatic,Diesel,4
Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,AWD ,6,Sedan,Automatic,Petrol,4
Bmw,7-Series,745Le Xdrive,16500000,AWD ,6,Sedan,Automatic,Hybrid,4
Bmw,7-Series,M760Li Xdrive,24250000,AWD ,12,Sedan,Automatic,Petrol,4
Audi,Q8,55 Tfsi Quattro Tiptronic,13359500,AWD ,4,SUV,Automatic,Petrol,7
MercedesBenz,Mercedes-Benz S-Class,S 350 D,13558438,RWD ,6,Sedan,Automatic,Diesel,5
MercedesBenz,Mercedes-Benz S-Class,S 450,13976653,RWD ,6,Sedan,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz S-Class,Amg S 63 Coupe,25500000,AWD ,8,Coupe,Automatic,Petrol,4
Porsche,Panamera,Turbo,21263000,AWD ,8,Sedan,Automatic,Petrol,4
Porsche,Panamera,Turbo Executive,22613000,AWD ,8,Sedan,Automatic,Petrol,4
Porsche,Panamera,Turbo Sport Turismo,21747000,AWD ,8,Sedan,Automatic,Petrol,4
Lexus,Lx 450D,V8,23290000,FWD ,8,SUV,Automatic,Diesel,7
MercedesBenz,Mercedes-Benz S-Class Cabriolet,S500,23491293,RWD ,8,Convertible,Automatic,Petrol,4
Audi,R8,V10 Plus,27245000,AWD ,10,Coupe,Automatic,Petrol,2
Lamborghini,Urus,V8,30000000,AWD ,8,SUV,Automatic,Petrol,5
Bentley,Continental Gt,Coupe,33791059,AWD ,12,Coupe,Automatic,Petrol,4
Ferrari,Portofino,V8 Convertible,35000000,AWD ,8,Convertible,Automatic,Petrol,2
Bentley,Bentayga,W12,45941557,AWD ,12,SUV,Automatic,Petrol,5
Bentley,Bentayga,V8,37542069,AWD ,12,SUV,Automatic,Petrol,5
Ferrari,458 Speciale,Coupe,42531500,AWD ,8,Coupe,Automatic,Petrol,2
RollsRoyce,Rolls-Royce Ghost Series Ii,6.6,46709733,RWD ,12,Sedan,Automatic,Petrol,5
RollsRoyce,Rolls-Royce Ghost Series Ii,Ewb,53247201,RWD ,12,Sedan,Automatic,Petrol,5
RollsRoyce,Rolls-Royce Wraith,Coupe,50025840,AWD ,12,Coupe,Automatic,Petrol,4
Bentley,Mulsanne,Sedan,52571294,RWD ,8,Sedan,Automatic,Petrol,4
RollsRoyce,Rolls-Royce Cullinan,Suv,69500000,AWD ,12,SUV,Automatic,Petrol,5
RollsRoyce,Rolls-Royce Phantom Coupe,6.8 L,77312661,RWD ,12,Coupe,Automatic,Petrol,4
Bajaj,Qute (Re60),Qcar,263000,RWD ,1,Hatchback,Manual,Petrol,4
Bajaj,Qute (Re60),Qcar Cng,283000,RWD ,1,Hatchback,Manual,CNG,4
MarutiSuzuki,Alto,Std,294800,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Alto,Std (O),299900,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Alto,Lxi,352900,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Alto,Lxi (O),357200,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Alto,Vxi,376100,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Alto,Lxi Cng (Cng +,405570,FWD ,3,Hatchback,Manual,CNG_Petrol,5
MarutiSuzuki,Alto,Lxi (O) Cng (Cng +,409190,FWD ,3,Hatchback,Manual,CNG_Petrol,5
MarutiSuzuki,Alto,Vxi Plus,389600,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,S-Presso,Std,370500,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,S-Presso,Std (O),376500,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,S-Presso,Lxi,409000,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,S-Presso,Lxi (O),415000,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,S-Presso,Vxi,432500,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,S-Presso,Vxi (O),438500,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,S-Presso,Vxi Ags,475500,FWD ,3,Hatchback,AMT,Petrol,5
MarutiSuzuki,S-Presso,Vxi+,456000,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,S-Presso,Vxi (O) Ags,481500,FWD ,3,Hatchback,AMT,Petrol,5
MarutiSuzuki,S-Presso,Vxi+ Ags,499000,FWD ,3,Hatchback,AMT,Petrol,5
MarutiSuzuki,Celerio,Lxi,426289,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio,Vxi,465138,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio,Vxi At,508138,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Celerio,Zxi,490924,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio,Zxi (Opt),531279,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio,Vxi Cng Mt,530000,FWD ,3,Hatchback,Manual,CNG,5
MarutiSuzuki,Celerio,Zxi Ags,533924,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Celerio,Lxi Mt (O),434659,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio,Vxi (O) Mt,472257,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio,Vxi (O) Ags,515257,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Celerio,Zxi (O) Ags,543279,FWD ,3,Hatchback,Automatic,Petrol,5
Hyundai,Grand I10 Prime,Era T Crdi,551530,FWD ,3,Hatchback,Manual,Diesel,5
Hyundai,Grand I10 Prime,Era T+ Crdi,568930,FWD ,3,Hatchback,Manual,Diesel,5
Hyundai,Grand I10 Prime,Era T Vtvt,460369,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Grand I10 Prime,Era T+ Vtvt,477511,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,545946,FWD ,4,Hatchback,Manual,CNG,5
Hyundai,Grand I10 Prime,Era T Cng Vtvt,528804,FWD ,4,Hatchback,Manual,CNG,5
Mahindra,Kuv100 Nxt,K2 6Str,488194,FWD ,3,Hatchback,Manual,Petrol,6
Mahindra,Kuv100 Nxt,K2+ 6Str,532184,FWD ,3,Hatchback,Manual,Petrol,6
Mahindra,Kuv100 Nxt,K2 D 6Str,590798,FWD ,3,Hatchback,Manual,Diesel,6
Mahindra,Kuv100 Nxt,K2+ D 6Str,619243,FWD ,3,Hatchback,Manual,Diesel,6
Mahindra,Kuv100 Nxt,K4+ D 6Str,667273,FWD ,3,Hatchback,Manual,Diesel,6
Mahindra,Kuv100 Nxt,K4+ 6Str,579645,FWD ,3,Hatchback,Manual,Petrol,6
Mahindra,Kuv100 Nxt,K6+ 6Str,631144,FWD ,3,Hatchback,Manual,Petrol,6
Mahindra,Kuv100 Nxt,K6+ D 6Str,754548,FWD ,3,Hatchback,Manual,Diesel,6
Mahindra,Kuv100 Nxt,K8 6Str,693550,FWD ,3,Hatchback,Manual,Petrol,6
Mahindra,Kuv100 Nxt,K8 D 6Str,787304,FWD ,3,Hatchback,Manual,Diesel,6
Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,701045,FWD ,3,Hatchback,Manual,Petrol,6
Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,794800,FWD ,3,Hatchback,Manual,Diesel,6
Mahindra,Kuv100 Nxt,K4+ 5Str,573250,FWD ,3,Hatchback,Manual,Petrol,5
Mahindra,Kuv100 Nxt,K6+ 5Str,631146,FWD ,3,Hatchback,Manual,Petrol,5
Mahindra,Kuv100 Nxt,K8 5Str,687175,FWD ,3,Hatchback,Manual,Petrol,5
Mahindra,Kuv100 Nxt,K4+ D 5Str,660832,FWD ,3,Hatchback,Manual,Diesel,5
Mahindra,Kuv100 Nxt,K6+ D 5Str,748128,FWD ,3,Hatchback,Manual,Diesel,5
Mahindra,Kuv100 Nxt,K8 D 5Str,780884,FWD ,3,Hatchback,Manual,Diesel,5
Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,550155,FWD ,3,Hatchback,Manual,Diesel,5
Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,559741,FWD ,3,Hatchback,Manual,Diesel,6
Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,524312,FWD ,3,Hatchback,Manual,Petrol,5
Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,542913,FWD ,3,Hatchback,Manual,Petrol,6
MarutiSuzuki,Swift,Lxi,519000,FWD ,4,Hatchback,Manual,Petrol,5
MarutiSuzuki,Swift,Vxi,619000,FWD ,4,Hatchback,Manual,Petrol,5
MarutiSuzuki,Swift,Vxi Amt,666000,FWD ,4,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Swift,Zxi,678000,FWD ,4,Hatchback,Manual,Petrol,5
MarutiSuzuki,Swift,Zxi Amt,725000,FWD ,4,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Swift,Zxi Plus,758000,FWD ,4,Hatchback,Manual,Petrol,5
MarutiSuzuki,Swift,Ldi,599000,FWD ,4,Hatchback,Manual,Diesel,5
MarutiSuzuki,Swift,Vdi,698000,FWD ,4,Hatchback,Manual,Diesel,5
MarutiSuzuki,Swift,Vdi Amt,745000,FWD ,4,Hatchback,Automatic,Diesel,5
MarutiSuzuki,Swift,Zdi,757000,FWD ,4,Hatchback,Manual,Diesel,5
MarutiSuzuki,Swift,Zdi Amt,804000,FWD ,4,Hatchback,Automatic,Diesel,5
MarutiSuzuki,Swift,Zdi Plus,838000,FWD ,4,Hatchback,Manual,Diesel,5
MarutiSuzuki,Swift,Zxi Plus Amt,802000,FWD ,4,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Swift,Zdi Plus Amt,884000,FWD ,4,Hatchback,Automatic,Diesel,5
Tata,Altroz,Xe Petrol,529000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Altroz,Xm Petrol,615000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Altroz,Xt Petrol,684000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Altroz,Xz Petrol,744000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Altroz,Xz (O) Petrol,769000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Altroz,Xe Diesel,699000,FWD ,4,Hatchback,Manual,Diesel,5
Tata,Altroz,Xm Diesel,775000,FWD ,4,Hatchback,Manual,Diesel,5
Tata,Altroz,Xt Diesel,844000,FWD ,4,Hatchback,Manual,Diesel,5
Tata,Altroz,Xz Diesel,904000,FWD ,4,Hatchback,Manual,Diesel,5
Tata,Altroz,Xz (O) Diesel,929000,FWD ,4,Hatchback,Manual,Diesel,5
Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,642478,RWD ,4,SUV,Manual,Diesel,9
Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,589678,RWD ,4,SUV,Manual,Diesel,9
Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,689761,RWD ,4,SUV,Manual,Diesel,9
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,788177,RWD ,4,SUV,Manual,Diesel,9
Icml,Extreme,Sd Di 9 Seater Bsiii,2650777,RWD ,4,SUV,Manual,Diesel,9
Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,628072,RWD ,4,SUV,Manual,Diesel,9
Icml,Extreme,Vd Crdfi 7 Seater Bsiii,900967,RWD ,4,SUV,Manual,Diesel,7
Icml,Extreme,Vd Di 7 Seater Bsiii,1465148,RWD ,4,SUV,Manual,Diesel,7
Icml,Extreme,Sd Crdfi 9 Seater Bsiv,552890,RWD ,4,SUV,Manual,Diesel,9
Icml,Extreme,Vd Crdfi 7 Seater Bsiv,927689,RWD ,4,SUV,Manual,Diesel,7
Icml,Extreme,Sd Crdfi 9 Seater Bsiii,835275,RWD ,4,SUV,Manual,Diesel,9
Tata,Tigor,Revotron Xe,575000,FWD ,3,Sedan,Manual,Petrol,5
Tata,Tigor,Revotron Xm,610000,FWD ,3,Sedan,Manual,Petrol,5
Tata,Tigor,Revotron Xz,650000,FWD ,3,Sedan,Manual,Petrol,5
Tata,Tigor,Revotron Xz Plus,699000,FWD ,3,Sedan,Manual,Petrol,5
Tata,Tigor,Revotron Xma,660000,FWD ,3,Sedan,AMT,Petrol,5
Tata,Tigor,Revotron Xza Plus,749000,FWD ,3,Sedan,AMT,Petrol,5
Tata,Zest,Xe Petrol,582287,FWD ,4,Sedan,Manual,Petrol,5
Tata,Zest,Xe Diesel,702946,FWD ,4,Sedan,Manual,Diesel,5
Tata,Zest,Xm Petrol,653926,FWD ,4,Sedan,Manual,Petrol,5
Tata,Zest,Xms Petrol,672641,FWD ,4,Sedan,Manual,Petrol,5
Tata,Zest,Xt Petrol,732475,FWD ,4,Sedan,Manual,Petrol,5
Tata,Zest,Xm Diesel,767317,FWD ,4,Sedan,Manual,Diesel,5
Tata,Zest,Xms Diesel,793898,FWD ,4,Sedan,Manual,Diesel,5
Tata,Zest,Xt Diesel,855362,FWD ,4,Sedan,Manual,Diesel,5
Tata,Zest,Xma Diesel,836320,FWD ,4,Sedan,AMT,Diesel,5
Tata,Zest,Xta Diesel,989000,FWD ,4,Sedan,Automatic,Diesel,5
Tata,Zest,Zest Premio Edition,788797,FWD ,4,Sedan,Manual,Diesel,5
Honda,Amaze,S Cvt Petrol,763000,FWD ,4,Sedan,Automatic,Petrol,5
Honda,Amaze,E Mt Diesel,705000,FWD ,4,Sedan,Manual,Diesel,5
Honda,Amaze,E Mt Petrol,593000,FWD ,4,Sedan,Manual,Petrol,5
Honda,Amaze,S Cvt Diesel,865000,FWD ,4,Sedan,Automatic,Diesel,5
Honda,Amaze,V Cvt Petrol,823000,FWD ,4,Sedan,Automatic,Petrol,5
Honda,Amaze,V Cvt Diesel,925000,FWD ,4,Sedan,Automatic,Diesel,5
Honda,Amaze,S Mt Diesel,785000,FWD ,4,Sedan,Manual,Diesel,5
Honda,Amaze,Vx Mt Diesel,893000,FWD ,4,Sedan,Manual,Diesel,5
Honda,Amaze,V Mt Diesel,845000,FWD ,4,Sedan,Manual,Diesel,5
Honda,Amaze,Vx Mt Petrol,781000,FWD ,4,Sedan,Manual,Petrol,5
Honda,Amaze,V Mt Petrol,733000,FWD ,4,Sedan,Manual,Petrol,5
Honda,Amaze,S Mt Petrol,673000,FWD ,4,Sedan,Manual,Petrol,5
Honda,Amaze,Exclusive Edition Diesel,906000,FWD ,4,Sedan,Manual,Diesel,5
Honda,Amaze,Exclusive Edition Petrol,794000,FWD ,4,Sedan,Manual,Petrol,5
Honda,Amaze,Vx Cvt Diesel,966000,FWD ,4,Sedan,Automatic,Diesel,5
Honda,Amaze,Vx Cvt Petrol,864000,FWD ,4,Sedan,Automatic,Petrol,5
Honda,Amaze,Ace Edition Cvt Diesel,979300,FWD ,4,Sedan,Automatic,Diesel,5
Honda,Amaze,Ace Edition Cvt Petrol,877300,FWD ,4,Sedan,Automatic,Petrol,5
Honda,Amaze,Ace Edition Mt Diesel,906300,FWD ,4,Sedan,Manual,Diesel,5
Honda,Amaze,Ace Edition Mt Petrol,794300,FWD ,4,Sedan,Manual,Petrol,5
MarutiSuzuki,Gypsy,Hard Top,637343,4WD,4,SUV,Manual,Petrol,8
MarutiSuzuki,Gypsy,Soft Top,622730,4WD,4,SUV,Manual,Petrol,8
Hyundai,Venue,1.2 Kappa Mt E,655000,FWD ,4,SUV,Manual,Petrol,5
Hyundai,Venue,1.0 Turbo Gdi Mt S,826000,FWD ,4,SUV,Manual,Petrol,5
Hyundai,Venue,1.4 Crdi Mt E,780000,FWD ,4,SUV,Manual,Diesel,5
Hyundai,Venue,1.0 Turbo Gdi Mt Sx,959000,FWD ,4,SUV,Manual,Petrol,5
Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,974000,FWD ,4,SUV,Manual,Petrol,5
Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),1065000,FWD ,4,SUV,Manual,Petrol,5
Hyundai,Venue,1.0 Turbo Gdi Dct S,940000,FWD ,4,SUV,DCT,Petrol,5
Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,1115500,FWD ,4,SUV,DCT,Petrol,5
Hyundai,Venue,1.2 Kappa Mt S,725000,FWD ,4,SUV,Manual,Petrol,5
Hyundai,Venue,1.4 Crdi Mt S,850000,FWD ,4,SUV,Manual,Diesel,5
Hyundai,Venue,1.4 Crdi Mt Sx,983000,FWD ,4,SUV,Manual,Diesel,5
Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,998000,FWD ,4,SUV,Manual,Diesel,5
Hyundai,Venue,1.4 Crdi Mt Sx(O),1089000,FWD ,4,SUV,Manual,Diesel,5
Tata,Nexon,Xe,695000,RWD ,3,SUV,Manual,Petrol,5
Tata,Nexon,Xm,770000,FWD ,3,SUV,Manual,Petrol,5
Tata,Nexon,Xz,870000,FWD ,3,SUV,Manual,Petrol,5
Tata,Nexon,Xz Plus,950000,FWD ,3,SUV,Manual,Petrol,5
Tata,Nexon,Xz Plus Dual Tone,970000,FWD ,3,SUV,Manual,Petrol,5
Tata,Nexon,Xz Plus (O),1040000,FWD ,3,SUV,Manual,Petrol,5
Tata,Nexon,Xz Plus (O) Dual Tone,1060000,FWD ,3,SUV,Automatic,Petrol,5
Tata,Nexon,Xma,830000,FWD ,3,SUV,Automatic,Petrol,5
Tata,Nexon,Xza Plus,1010000,FWD ,3,SUV,Automatic,Petrol,5
Tata,Nexon,Xza Plus Dual Tone,1030000,FWD ,3,SUV,Automatic,Petrol,5
Tata,Nexon,Xza Plus (O),1100000,FWD ,3,SUV,Automatic,Petrol,5
Tata,Nexon,Xza Plus (O) Dual Tone,1120000,FWD ,3,SUV,Automatic,Petrol,5
Tata,Nexon,Xe Diesel,845000,FWD ,4,SUV,Manual,Diesel,5
Tata,Nexon,Xm Diesel,920000,FWD ,4,SUV,Manual,Diesel,5
Tata,Nexon,Xz Diesel,1020000,FWD ,4,SUV,Manual,Diesel,5
Tata,Nexon,Xz Plus Diesel,1100000,FWD ,4,SUV,Manual,Diesel,5
Tata,Nexon,Xz Plus Diesel Dual Tone,1120000,FWD ,4,SUV,Manual,Diesel,5
Tata,Nexon,Xz Plus (O) Diesel,1190000,FWD ,4,SUV,Manual,Diesel,5
Tata,Nexon,Xz Plus (O) Diesel Dual Tone,1210000,FWD ,4,SUV,Manual,Diesel,5
Tata,Nexon,Xma Diesel,980000,FWD ,4,SUV,Automatic,Diesel,5
Tata,Nexon,Xza Plus Diesel,1160000,FWD ,4,SUV,Automatic,Diesel,5
Tata,Nexon,Xza Plus Diesel Dual Tone,1180000,FWD ,4,SUV,Automatic,Diesel,5
Tata,Nexon,Xza Plus (O) Diesel,1250000,FWD ,4,SUV,Automatic,Diesel,5
Tata,Nexon,Xza Plus (O) Diesel Dual Tone,1270000,FWD ,4,SUV,Automatic,Diesel,5
Fiat,Linea,Active Fire,715860,FWD ,4,Sedan,Manual,Petrol,5
Fiat,Linea,Active Multijet,862175,FWD ,4,Sedan,Manual,Diesel,5
Fiat,Linea,Dynamic Multijet,932025,FWD ,4,Sedan,Manual,Diesel,5
Fiat,Linea,Emotion Multijet,991434,FWD ,4,Sedan,Manual,Diesel,5
Fiat,Linea,T-Jet Emotion,997763,FWD ,4,Sedan,Manual,Petrol,5
Mahindra,Bolero Power Plus,Zlx,886398,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Bolero Power Plus,Slx,851302,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Bolero Power Plus,Sle,785656,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Bolero Power Plus,Lx,749192,RWD ,4,SUV,Manual,Diesel,7
Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,859497,FWD ,4,SUV,Manual,Diesel,7
Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,819117,FWD ,4,SUV,Manual,Diesel,9
MarutiSuzuki,Vitara Brezza,Ldi,762742,FWD ,4,SUV,Manual,Diesel,5
MarutiSuzuki,Vitara Brezza,Vdi,814742,FWD ,4,SUV,Manual,Diesel,5
MarutiSuzuki,Vitara Brezza,Zdi,892243,FWD ,4,SUV,Manual,Diesel,5
MarutiSuzuki,Vitara Brezza,Zdi+,987743,FWD ,4,SUV,Manual,Diesel,5
MarutiSuzuki,Vitara Brezza,Zdi+ Dual Tone,1003552,FWD ,4,SUV,Manual,Diesel,5
MarutiSuzuki,Vitara Brezza,Zdi+ Ags,1037742,FWD ,4,SUV,Manual,Diesel,5
MarutiSuzuki,Vitara Brezza,Vdi Ags,864742,FWD ,4,SUV,Automatic,Diesel,5
MarutiSuzuki,Vitara Brezza,Zdi Ags,942243,FWD ,4,SUV,Automatic,Diesel,5
MarutiSuzuki,Vitara Brezza,Zdi+ Dual Tone Ags,1059742,FWD ,4,SUV,Automatic,Diesel,5
Hyundai,I20 Active,1.2 S,774035,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,I20 Active,1.2 Sx,858536,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,I20 Active,1.2 Sx Dual Tone,882298,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,I20 Active,1.4 Sx,993393,FWD ,4,Hatchback,Manual,Diesel,5
Ford,Ecosport,1.5L Ti-Vct Ambiente,791000,FWD ,3,SUV,Manual,Petrol,5
Ford,Ecosport,1.5L Ti-Vct Trend,871000,FWD ,3,SUV,Manual,Petrol,5
Ford,Ecosport,1.5L Ti-Vct Titanium,950000,FWD ,3,SUV,Manual,Petrol,5
Ford,Ecosport,1.5L Ti-Vct Titanium Plus At,1130000,FWD ,3,SUV,Automatic,Petrol,5
Ford,Ecosport,1.5L Tdci Ambiente,841000,FWD ,4,SUV,Manual,Diesel,5
Ford,Ecosport,1.5L Tdci Trend,921000,FWD ,4,SUV,Manual,Diesel,5
Ford,Ecosport,1.5L Tdci Titanium,999900,FWD ,4,SUV,Manual,Diesel,5
Ford,Ecosport,1.5L Tdci Titanium Plus,1090000,FWD ,4,SUV,Manual,Diesel,5
Ford,Ecosport,1.5L Ti-Vct Titanium Plus,999900,FWD ,4,SUV,Manual,Petrol,5
Ford,Ecosport,1.5L Tdci Titanium S,1145000,FWD ,3,SUV,Manual,Diesel,5
Ford,Ecosport,1.5L Ti-Vct Thunder Edition,999900,FWD ,4,SUV,Manual,Petrol,5
Ford,Ecosport,1.5L Tdci Thunder Edition,1090000,FWD ,4,SUV,Manual,Diesel,5
Renault,Duster,Rxe Petrol,799990,FWD ,4,SUV,Manual,Petrol,5
Renault,Duster,Rxs Petrol,919990,FWD ,4,SUV,Manual,Petrol,5
Renault,Duster,Rxs (Opt) Cvt,999990,FWD ,4,SUV,CVT,Petrol,5
Renault,Duster,85 Ps Rxe Mt Diesel,929990,FWD ,4,SUV,Manual,Diesel,5
Renault,Duster,85 Ps Rxs Mt Diesel,999990,FWD ,4,SUV,Manual,Diesel,5
Renault,Duster,110 Ps Rxs Mt Diesel,1119990,FWD ,4,SUV,Automatic,Diesel,5
Renault,Duster,110 Ps Rxz Mt Diesel,1209990,FWD ,4,SUV,Automatic,Diesel,5
Renault,Duster,110 Ps Rxz Amt Diesel,1249990,FWD ,4,SUV,Automatic,Diesel,5
Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,1249990,FWD ,4,SUV,Automatic,Diesel,5
Hyundai,Verna,1.6 Vtvt Sx,999900,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Verna,1.6 Crdi Sx,1172544,FWD ,4,Sedan,Manual,Diesel,5
Hyundai,Verna,1.6 Crdi Sx (O),1301881,FWD ,4,Sedan,Manual,Diesel,5
Hyundai,Verna,1.6 Vtvt Sx (O),1172999,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Verna,1.6 Crdi Sx Plus At,1328545,FWD ,4,Sedan,Automatic,Diesel,5
Hyundai,Verna,1.6 Vtvt Sx(O) At,1287999,FWD ,4,Sedan,Automatic,Petrol,5
Hyundai,Verna,1.4 Vtvt Ex,933182,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Verna,1.4 Vtvt E,817867,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,1178894,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Verna,1.6 Vtvt Sx Plus At,1162875,FWD ,4,Sedan,Automatic,Petrol,5
Hyundai,Verna,1.6 Crdi Sx(O) At,1407871,FWD ,4,Sedan,Automatic,Diesel,5
Hyundai,Verna,1.4 Crdi E,942867,FWD ,4,Sedan,Manual,Diesel,5
Hyundai,Verna,1.4 Crdi Ex,999900,FWD ,4,Sedan,Manual,Diesel,5
Mahindra,Xuv300,1.2 W4,830127,RWD ,4,SUV,Manual,Petrol,5
Mahindra,Xuv300,1.2 W6,915128,RWD ,4,SUV,Manual,Petrol,5
Mahindra,Xuv300,1.2 W8,1060129,RWD ,4,SUV,Manual,Petrol,5
Mahindra,Xuv300,1.2 W8(O),1184129,RWD ,4,SUV,Manual,Petrol,5
Mahindra,Xuv300,1.5 W4,869131,RWD ,4,SUV,Manual,Diesel,5
Mahindra,Xuv300,1.5 W6,950131,RWD ,4,SUV,Manual,Diesel,5
Mahindra,Xuv300,1.5 W8,1095129,RWD ,4,SUV,Manual,Diesel,5
Mahindra,Xuv300,1.5 W8 (O),1214130,RWD ,4,SUV,Manual,Diesel,5
Mahindra,Xuv300,1.5 W8 Amt,1149800,RWD ,4,SUV,Automatic,Diesel,5
Mahindra,Xuv300,1.5 W8 (O) Amt,1269131,RWD ,4,SUV,Automatic,Diesel,5
Mahindra,Xuv300,1.5 W6 Amt,999000,RWD ,4,SUV,AMT,Diesel,5
Renault,Lodgy,85 Ps Std,863299,FWD ,4,MUV,Manual,Diesel,8
Renault,Lodgy,85 Ps Rxe 8 Seater,964199,FWD ,4,MUV,Manual,Diesel,8
Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1211599,FWD ,4,MUV,Manual,Diesel,8
Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1211599,FWD ,4,MUV,Manual,Diesel,7
Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,1053899,FWD ,4,MUV,Manual,Diesel,8
